"Entrez"	"Symbol"	"SRR2016907"	"SRR2016908"	"SRR2016914"	"SRR2016915"	"SRR2016916"	"SRR2016917"
"246777"	"SPESP1"	0	0	0	0	4	16
"246778"	"IL27"	7	29	74	105	37	107
"247"	"ALOX15B"	1935	55	51	5	1173	21
"2475"	"MTOR"	1698	1894	1023	594	1713	1453
"248"	"ALPI"	38	0	0	0	0	0
"2483"	"FRG1"	420	223	342	263	602	565
"2487"	"FRZB"	13	0	0	0	7	0
"2488"	"FSHB"	0	0	0	0	0	0
"249"	"ALPL"	2061	7207	7666	12147	13298	19309
"2491"	"CENPI"	3	2	1	4	10	4
"2492"	"FSHR"	0	0	0	0	7	0
"2494"	"NR5A2"	2	19	22	16	4	26
"2495"	"FTH1"	18058	57029	61837	73301	56619	58492
"2498"	"FTH1P3"	22223	70613	73501	83969	68837	70601
"25"	"ABL1"	1316	1319	344	256	1073	487
"250"	"ALPP"	325	0	3	35	6	1
"251"	"ALPG"	110	8	21	3	0	0
"2512"	"FTL"	31363	75002	87213	112080	121606	97379
"2515"	"ADAM2"	0	0	0	7	0	0
"2516"	"NR5A1"	0	1	17	6	2	4
"2517"	"FUCA1"	1186	2156	554	157	1500	947
"2519"	"FUCA2"	202	949	262	167	930	524
"2520"	"GAST"	0	34	2	0	10	0
"2521"	"FUS"	11474	15659	11711	10889	16664	13267
"2523"	"FUT1"	84	102	32	27	56	18
"2524"	"FUT2"	293	685	14	32	24	11
"2525"	"FUT3"	758	376	7	15	118	13
"2526"	"FUT4"	279	348	377	358	319	353
"2527"	"FUT5"	135	31	0	1	24	0
"2528"	"FUT6"	119	70	17	19	68	27
"252839"	"TMEM9"	1115	880	134	100	618	85
"252884"	"ZNF396"	145	20	41	59	60	37
"2529"	"FUT7"	184	168	339	945	268	455
"252948"	"TTTY16"	0	0	0	0	0	0
"252949"	"TTTY17A"	0	0	0	0	0	0
"252950"	"TTTY18"	0	0	0	0	0	0
"252951"	"TTTY20"	0	0	0	0	0	0
"252952"	"TTTY19"	0	0	0	0	0	0
"252954"	"TTTY22"	0	0	0	0	0	0
"252955"	"TTTY23"	0	0	0	0	0	0
"252969"	"NEIL2"	426	85	108	26	348	166
"252983"	"STXBP4"	342	421	21	46	54	19
"252995"	"FNDC5"	490	1	5	18	68	4
"2530"	"FUT8"	345	410	70	44	347	105
"253012"	"HEPACAM2"	71	0	0	0	0	9
"253017"	"TECRL"	0	0	0	0	0	0
"253018"	"HCG27"	151	190	289	1068	252	705
"253039"	"CUTALP"	685	872	797	143	531	465
"253044"	"LINGO1-AS1"	0	0	0	0	0	0
"2531"	"KDSR"	1100	1110	326	111	1395	679
"253128"	"LINC00612"	0	0	2	8	0	1
"253143"	"PRR14L"	2037	1967	1900	1436	1673	2489
"253152"	"EPHX4"	0	4	2	0	0	0
"253190"	"SERHL2"	65	54	22	21	30	14
"2532"	"ACKR1"	0	5	10	45	0	0
"253260"	"RICTOR"	5686	4971	7235	9699	7126	14306
"253264"	"ZNF503-AS1"	0	26	0	0	10	0
"2533"	"FYB1"	5164	12754	23158	29254	11161	39142
"253314"	"EIF4E1B"	0	8	6	0	0	14
"2534"	"FYN"	584	996	410	359	980	407
"253430"	"IPMK"	1089	3501	5127	5486	3157	4933
"253461"	"ZBTB38"	1494	2657	802	250	1992	1203
"2535"	"FZD2"	70	35	4	3	37	13
"253512"	"SLC25A30"	838	143	256	193	390	249
"253558"	"LCLAT1"	448	382	184	153	234	177
"253559"	"CADM2"	0	47	0	0	0	0
"253573"	"LINC02052"	0	0	0	0	0	0
"253582"	"TMEM244"	0	0	0	0	0	0
"253635"	"GPATCH11"	314	89	222	152	739	520
"253639"	"ZNF620"	58	22	41	27	33	42
"253650"	"ANKRD18A"	203	93	14	7	0	0
"2537"	"IFI6"	1647	9153	1577	12087	3133	1981
"253714"	"MMS22L"	37	300	147	96	200	113
"253724"	"TTC41P"	62	0	8	0	21	3
"253725"	"WASHC2C"	2592	5040	4487	3820	3920	3514
"253738"	"EBF3"	0	60	1	0	9	0
"253769"	"WDR27"	646	586	55	68	293	69
"253782"	"CERS6"	1072	939	230	192	794	624
"2538"	"G6PC"	13	2	4	3	9	0
"253827"	"MSRB3"	0	130	287	190	206	174
"253832"	"ZDHHC20"	1770	2243	2515	1558	2715	2934
"253868"	"MIR1-1HG-AS1"	6	5	4	1	11	6
"2539"	"G6PD"	925	2914	5338	4602	3088	3864
"253935"	"ANGPTL5"	0	0	0	10	0	0
"253943"	"YTHDF3"	2469	4791	7956	4706	4653	5987
"253959"	"RALGAPA1"	1309	1690	741	244	1500	553
"253962"	"CACNA1G-AS1"	0	0	0	0	0	0
"253970"	"SFTA3"	6002	655	183	60	3446	135
"253980"	"KCTD13"	428	702	402	429	325	358
"253982"	"ASPHD1"	56	25	5	10	22	0
"254013"	"ETFBKMT"	159	87	29	52	57	128
"254028"	"LOC254028"	0	0	0	0	0	0
"254042"	"METAP1D"	117	31	6	2	116	53
"254048"	"UBN2"	2098	493	624	293	1051	1018
"254050"	"LRRC43"	39	132	25	6	20	28
"254065"	"BRWD3"	2722	4092	5856	3730	3208	5030
"254099"	"LINC01342"	0	0	0	0	0	0
"254100"	"SSSCA1-AS1"	30	35	120	92	66	73
"254102"	"EHBP1L1"	4105	5391	7523	5665	6026	11424
"254122"	"SNX32"	35	85	78	47	90	126
"254128"	"NIFK-AS1"	93	97	25	35	22	25
"254158"	"CXorf58"	0	0	0	0	0	0
"254170"	"FBXO33"	690	1592	2298	1519	2420	2991
"254173"	"TTLL10"	37	34	25	1	8	17
"254187"	"TSGA10IP"	12	0	3	0	8	0
"2542"	"SLC37A4"	454	140	66	77	242	127
"254225"	"RNF169"	1193	981	1233	1865	1118	2189
"254228"	"CALHM5"	0	11	9	0	0	0
"254240"	"BPIFC"	0	0	0	0	0	4
"254251"	"LCORL"	505	413	266	139	252	339
"254263"	"CNIH2"	9	0	20	25	8	26
"254268"	"AKNAD1"	6	12	0	11	15	15
"254272"	"TBC1D28"	0	6	0	0	5	0
"254295"	"PHYHD1"	233	2	19	10	135	30
"2543"	"GAGE1"	0	0	0	0	0	0
"254312"	"LINC00710"	0	0	0	0	0	0
"254359"	"ZDHHC24"	215	144	117	84	368	184
"254394"	"MCM9"	218	651	404	355	521	549
"254427"	"PROSER2"	985	164	2	16	108	11
"254428"	"SLC41A1"	939	1531	147	128	1220	99
"254439"	"C11orf86"	0	18	0	0	0	0
"254528"	"MEIOB"	0	0	0	0	0	11
"254531"	"LPCAT4"	227	228	201	260	295	395
"254552"	"NUDT8"	83	22	4	0	14	5
"254559"	"MIR9-3HG"	0	0	0	0	0	7
"2547"	"XRCC6"	2980	4222	1729	1116	3215	2270
"254773"	"LYG2"	0	0	0	0	0	0
"254778"	"VXN"	0	15	5	0	9	0
"254783"	"OR6C74"	0	0	0	0	0	0
"254786"	"OR6C3"	0	0	0	0	0	0
"2548"	"GAA"	2972	2962	5440	4380	8878	6019
"254827"	"NAALADL2"	363	959	6	1	167	8
"254863"	"TMEM256"	57	71	16	11	61	32
"254879"	"OR2T6"	0	0	0	0	0	0
"254887"	"ZDHHC23"	274	328	14	41	128	59
"254896"	"LOC254896"	49	14	60	281	187	283
"2549"	"GAB1"	1001	935	990	750	1128	1213
"254910"	"LCE5A"	0	0	0	0	0	0
"254950"	"KRTAP15-1"	0	0	0	0	0	0
"254956"	"MORN5"	0	14	4	0	15	10
"254973"	"OR1L4"	0	0	0	0	0	3
"2550"	"GABBR1"	1548	543	269	358	437	268
"255022"	"CALHM1"	0	0	0	4	4	0
"255025"	"LINC00879"	0	0	0	0	0	0
"255027"	"MPV17L"	117	344	67	46	78	63
"255031"	"LINC00957"	99	35	62	129	38	50
"255043"	"TMEM86B"	150	243	278	245	221	203
"255057"	"CBARP"	96	28	1	1	18	2
"255061"	"TAC4"	48	26	21	17	2	5
"255082"	"CASC2"	42	41	11	6	2	9
"2551"	"GABPA"	804	810	536	404	708	645
"255101"	"CFAP65"	44	160	29	16	68	22
"255104"	"TMCO4"	487	269	78	40	261	111
"255119"	"CFAP299"	10	26	22	46	27	12
"255130"	"IGFBP7-AS1"	0	0	0	0	0	0
"255167"	"LINC01018"	0	37	1	0	10	0
"255180"	"GOLGA2P11"	0	0	5	0	0	0
"255187"	"SH3TC2-DT"	0	0	0	0	0	0
"255189"	"PLA2G4F"	1242	10	91	24	2226	80
"255193"	"CSNK1G2-AS1"	26	27	111	51	109	118
"255220"	"TXNDC8"	0	0	0	0	0	0
"255231"	"MCOLN2"	56	128	35	26	157	63
"255239"	"ANKK1"	19	4	22	1	7	8
"255252"	"LRRC57"	547	297	396	434	578	544
"255275"	"MYADML2"	0	0	0	0	0	0
"2553"	"GABPB1"	155	605	260	228	692	299
"255308"	"EIF2S3B"	1046	2171	1288	1143	1242	1529
"255313"	"CT47A11"	0	0	0	0	0	0
"255324"	"EPGN"	0	0	0	0	37	0
"255330"	"NUP210P1"	0	0	0	0	0	0
"255349"	"TMEM211"	0	0	0	0	0	0
"255374"	"MBLAC1"	40	4	9	3	21	1
"255394"	"TCP11L2"	655	850	1445	1196	1305	2085
"2554"	"GABRA1"	0	0	0	0	0	0
"255403"	"ZNF718"	143	133	60	17	30	80
"255411"	"TEX49"	0	0	0	0	0	0
"255426"	"RASGEF1C"	0	0	0	0	0	0
"255480"	"TBX5-AS1"	0	0	4	0	0	0
"255488"	"RNF144B"	1713	6816	9380	3025	6069	4846
"2555"	"GABRA2"	0	2	0	0	0	8
"255512"	"TOLLIP-AS1"	62	12	2	0	0	0
"255520"	"ELMOD2"	359	724	440	286	437	356
"2556"	"GABRA3"	0	36	0	0	0	0
"255626"	"HIST1H2BA"	0	0	0	0	0	0
"255631"	"COL24A1"	16	34	14	7	14	5
"255649"	"OOSP1"	0	0	0	19	7	0
"255654"	"LINC01743"	0	0	0	0	0	0
"2557"	"GABRA4"	0	0	18	0	0	28
"255725"	"OR52B2"	0	0	1	0	0	0
"255738"	"PCSK9"	140	296	91	58	581	31
"255743"	"NPNT"	783	111	103	65	1326	63
"255758"	"TCTEX1D2"	62	24	2	16	21	15
"255762"	"PDZD9"	0	12	0	0	0	0
"255783"	"INAFM1"	144	266	156	442	244	251
"255798"	"SMCO1"	0	0	2	0	0	0
"2558"	"GABRA5"	0	0	0	0	0	0
"255809"	"C19orf38"	595	1044	2578	2147	1252	2077
"255812"	"SDHAP1"	1412	717	407	578	686	631
"255877"	"BCL6B"	0	6	2	14	4	11
"2559"	"GABRA6"	0	0	0	6	0	0
"255919"	"CNEP1R1"	234	341	430	844	626	822
"255926"	"ADAM5"	9	0	0	0	0	0
"255928"	"SYT14"	0	0	0	0	0	0
"255967"	"PAN3"	2404	3096	4732	4294	3880	5849
"2560"	"GABRB1"	0	0	0	0	0	0
"256006"	"ANKRD31"	0	18	0	0	15	8
"256021"	"LINC01619"	13	52	143	47	102	79
"256051"	"ZNF549"	308	170	21	11	103	48
"256076"	"COL6A5"	0	0	0	0	3	8
"2561"	"GABRB2"	205	48	4	16	26	0
"256126"	"SYCE2"	0	0	14	0	0	13
"256130"	"TMEM196"	0	27	0	0	0	0
"256144"	"OR4C3"	0	0	0	0	0	0
"256148"	"OR4S1"	0	0	0	0	0	0
"256158"	"HMCN2"	5	152	9	12	10	9
"2562"	"GABRB3"	65	178	12	0	69	1
"256223"	"CDRT15L2"	0	0	0	0	0	0
"256227"	"STEAP1B"	0	10	6	0	12	0
"256236"	"NAPSB"	3570	292	225	137	3148	454
"256281"	"NUDT14"	261	303	25	37	211	56
"256297"	"PTF1A"	0	0	0	0	0	0
"2563"	"GABRD"	13	10	9	4	19	7
"256302"	"NATD1"	594	691	1677	2870	1552	1783
"256309"	"CCDC110"	164	80	0	0	17	4
"256329"	"LMNTD2"	344	20	38	8	103	7
"256355"	"RPS2P32"	89	69	13	28	25	33
"256356"	"GK5"	555	1137	924	1075	1474	434
"256364"	"EML3"	1214	1079	1296	1289	1824	1193
"256369"	"CCDC197"	0	0	0	0	0	3
"256380"	"SCML4"	1	187	370	604	152	267
"256394"	"SERPINA11"	0	42	9	29	0	8
"2564"	"GABRE"	2452	939	81	34	163	19
"256435"	"ST6GALNAC3"	67	100	185	82	111	57
"256471"	"MFSD8"	199	289	200	148	206	265
"256472"	"TMEM151A"	0	0	0	0	13	1
"2565"	"GABRG1"	0	0	0	0	0	0
"256536"	"TCERG1L"	2	0	3	0	1	0
"256586"	"LYSMD2"	356	295	631	1245	366	905
"2566"	"GABRG2"	13	2	5	19	25	11
"256643"	"BCLAF3"	819	753	615	792	567	693
"256646"	"NUTM1"	0	0	0	8	0	6
"256691"	"MAMDC2"	8	8	10	4	21	33
"2567"	"GABRG3"	34	22	6	14	23	13
"256710"	"GLIPR1L1"	0	0	2	0	0	0
"256714"	"MAP7D2"	0	48	21	0	0	3
"256764"	"WDR72"	10	0	1	1	30	3
"2568"	"GABRP"	23	99	20	20	24	73
"256815"	"C10orf67"	0	0	1	0	13	0
"256880"	"LOC256880"	0	0	0	0	0	3
"256892"	"OR51F1"	0	0	0	0	0	0
"2569"	"GABRR1"	0	0	13	1	0	0
"256933"	"NPB"	0	0	0	0	0	0
"256949"	"KANK3"	45	7	20	20	6	20
"256957"	"HEATR9"	0	5	0	0	11	35
"256979"	"SUN3"	15	1	6	2	0	3
"256987"	"SERINC5"	3048	1847	1070	476	1843	1216
"257"	"ALX3"	24	49	19	16	65	70
"2570"	"GABRR2"	181	51	17	75	47	60
"257000"	"TINCR"	10	181	58	23	35	56
"257019"	"FRMD3"	76	112	65	134	60	171
"257044"	"CATSPERE"	65	11	7	2	5	30
"257062"	"CATSPERD"	12	14	12	0	14	24
"257068"	"PLCXD2"	116	107	42	94	208	199
"2571"	"GAD1"	335	146	0	0	16	0
"257101"	"ZNF683"	0	9	11	14	14	31
"257106"	"ARHGAP30"	3569	8097	17876	16856	11666	15248
"257144"	"GCSAM"	202	61	0	28	45	18
"257160"	"RNF214"	223	176	129	39	218	130
"257169"	"C9orf43"	37	0	0	0	0	0
"257177"	"CFAP126"	0	0	0	0	0	0
"257194"	"NEGR1"	37	30	24	19	23	23
"2572"	"GAD2"	0	0	0	0	0	0
"257202"	"GPX6"	0	0	0	0	0	0
"257203"	"DSCR9"	7	0	1	0	0	0
"257218"	"SHPRH"	453	315	60	74	203	109
"257236"	"CCDC96"	47	97	25	11	22	19
"257240"	"KLHL34"	0	3	0	0	0	0
"257313"	"UTS2B"	0	0	12	8	0	0
"257358"	"LINC01366"	139	388	222	516	254	194
"257364"	"SNX33"	1486	693	101	79	938	223
"257396"	"LOC257396"	12	24	3	1	67	3
"257397"	"TAB3"	2695	2002	1949	1622	3042	2490
"2574"	"GAGE2C"	0	0	0	0	0	0
"257407"	"C2orf72"	0	42	3	0	0	0
"257415"	"FAM133B"	626	441	137	203	357	180
"25758"	"KIAA1549L"	18	69	10	0	69	0
"25759"	"SHC2"	644	197	3	0	143	2
"257629"	"ANKS4B"	0	11	8	2	39	6
"25763"	"HYPM"	0	0	0	0	0	0
"25764"	"HYPK"	117	141	139	216	156	123
"25766"	"PRPF40B"	116	163	19	16	56	19
"25769"	"SLC24A2"	0	0	5	0	23	0
"25770"	"C22orf31"	0	0	0	0	0	5
"25771"	"TBC1D22A"	378	978	1112	777	855	1282
"25774"	"GSTT4"	0	0	0	0	0	0
"25775"	"C22orf24"	0	9	2	12	14	0
"25776"	"CBY1"	383	289	115	34	218	66
"25777"	"SUN2"	5665	13711	18120	15400	16453	10061
"25778"	"DSTYK"	781	442	623	205	662	916
"25780"	"RASGRP3"	86	345	45	86	202	66
"25782"	"RAB3GAP2"	1735	1255	959	703	1260	887
"25786"	"DGCR11"	96	19	71	89	98	169
"25788"	"RAD54B"	187	11	8	0	6	6
"25789"	"TMEM59L"	127	34	1	0	31	0
"25790"	"CFAP45"	207	599	374	234	259	617
"25791"	"NGEF"	46	230	9	9	1	0
"25792"	"CIZ1"	1216	915	302	475	861	535
"25793"	"FBXO7"	1223	1202	651	493	1745	1103
"25794"	"FSCN2"	14	0	8	0	15	0
"25796"	"PGLS"	201	363	448	585	548	572
"25797"	"QPCT"	1887	4814	10904	9839	4405	6368
"25798"	"BRI3"	2823	5067	3869	7538	3384	4971
"25799"	"ZNF324"	156	150	82	87	231	276
"258"	"AMBN"	0	0	0	0	0	0
"2580"	"GAK"	2630	4667	3519	3076	4091	3530
"25800"	"SLC39A6"	2076	1316	958	608	1160	1009
"25801"	"GCA"	5163	8381	16016	25419	15109	21569
"258010"	"SVIP"	557	241	193	206	365	158
"25802"	"LMOD1"	93	70	26	15	19	0
"25803"	"SPDEF"	1048	169	11	4	128	19
"25804"	"LSM4"	748	415	160	182	590	227
"25805"	"BAMBI"	5844	223	78	124	440	218
"25806"	"VAX2"	0	5	0	0	0	0
"25807"	"RHBDD3"	231	169	70	28	154	97
"25809"	"TTLL1"	25	89	16	0	26	17
"2581"	"GALC"	1951	6777	7238	2949	4099	4239
"25812"	"POM121L1P"	66	32	20	49	26	77
"25813"	"SAMM50"	185	317	109	60	517	227
"25814"	"ATXN10"	813	1030	155	95	675	368
"25816"	"TNFAIP8"	512	1203	959	924	1098	1011
"25817"	"TAFA5"	10	7	1	0	59	0
"25818"	"KLK5"	0	93	0	1	46	0
"25819"	"NOCT"	315	480	431	239	483	206
"2582"	"GALE"	444	898	120	115	563	179
"25820"	"ARIH1"	2538	7574	6449	3136	4667	4126
"25821"	"MTO1"	393	471	198	103	308	309
"25822"	"DNAJB5"	142	101	86	91	203	90
"25823"	"TPSG1"	0	0	4	0	0	0
"25824"	"PRDX5"	2328	1801	1607	1757	2428	1787
"25825"	"BACE2"	749	1221	114	49	685	44
"25826"	"SNORD82"	0	0	6	0	0	0
"25827"	"FBXL2"	450	142	66	19	142	63
"25828"	"TXN2"	476	619	275	280	609	517
"25829"	"TMEM184B"	1286	2429	2671	2271	2857	2382
"2583"	"B4GALNT1"	0	0	0	0	0	0
"25830"	"SULT4A1"	0	0	0	0	0	0
"25831"	"HECTD1"	3658	4170	1342	769	3246	2231
"25832"	"NBPF14"	29698	24940	29020	34798	28750	42189
"25833"	"POU2F3"	18	93	9	3	61	4
"25834"	"MGAT4C"	6	6	17	24	28	13
"25836"	"NIPBL"	6822	5865	7813	5196	6125	7362
"25837"	"RAB26"	0	29	0	0	20	3
"25839"	"COG4"	1465	855	385	358	583	481
"2584"	"GALK1"	184	319	173	230	159	206
"25840"	"METTL7A"	186	947	243	206	933	249
"25841"	"ABTB2"	451	312	110	167	159	100
"25842"	"ASF1A"	128	250	67	78	174	177
"25843"	"MOB4"	499	475	290	407	404	554
"25844"	"YIPF3"	2672	2022	2185	2014	2107	2582
"25845"	"PP7080"	0	13	11	1	1	9
"25847"	"ANAPC13"	863	1330	872	1043	595	1247
"25849"	"PARM1"	2276	257	95	90	4309	97
"2585"	"GALK2"	338	353	160	118	125	208
"25850"	"ZNF345"	39	94	26	27	27	40
"25851"	"TECPR1"	665	690	1138	1067	1016	1180
"25852"	"ARMC8"	657	1008	1226	713	1500	1395
"25853"	"DCAF12"	2745	2972	548	684	953	800
"25854"	"FAM149A"	261	41	1	0	72	10
"25855"	"BRMS1"	747	633	741	741	975	1100
"25858"	"CATSPERZ"	0	0	0	0	0	0
"25859"	"PART1"	4	4	6	6	14	20
"25861"	"WHRN"	317	1126	201	45	237	128
"25862"	"USP49"	957	602	348	241	321	271
"25864"	"ABHD14A"	27	2	5	5	57	7
"25865"	"PRKD2"	1988	2659	3461	5726	3446	5575
"2587"	"GALR1"	31	13	8	5	5	7
"25870"	"SUMF2"	2458	2177	500	445	2247	1099
"25871"	"NEPRO"	728	548	310	323	611	443
"25873"	"RPL36"	2526	1144	299	139	1290	479
"25874"	"MPC2"	422	804	601	398	863	641
"25875"	"LETMD1"	1189	319	187	169	563	403
"25876"	"SPEF1"	0	103	25	4	20	5
"25878"	"MXRA5"	0	208	3	0	297	2
"25879"	"DCAF13"	673	295	171	101	312	246
"2588"	"GALNS"	513	829	1244	1201	844	907
"25880"	"TMEM186"	24	66	37	77	12	15
"25884"	"CHRDL2"	0	0	8	3	26	0
"25885"	"POLR1A"	1124	579	129	109	479	362
"25886"	"POC1A"	96	24	5	12	1	39
"25888"	"ZNF473"	286	286	110	26	161	206
"2589"	"GALNT1"	1985	2041	2239	1444	2358	2352
"25890"	"ABI3BP"	1	23	26	50	218	90
"25891"	"PAMR1"	0	13	4	0	57	0
"25893"	"TRIM58"	2	10	20	11	10	4
"25894"	"PLEKHG4"	563	542	33	8	253	22
"25895"	"EEF1AKMT3"	353	173	45	44	107	44
"25896"	"INTS7"	583	628	79	65	204	122
"25897"	"RNF19A"	5492	2714	1454	1794	3074	2009
"25898"	"RCHY1"	407	331	521	428	644	454
"259"	"AMBP"	5	0	0	0	23	0
"2590"	"GALNT2"	1247	1999	1006	386	1776	745
"25900"	"IFFO1"	493	355	710	475	967	920
"25901"	"CCDC28A"	407	591	534	725	637	640
"25902"	"MTHFD1L"	129	353	134	19	395	269
"25903"	"OLFML2B"	0	137	6	0	46	16
"25904"	"CNOT10"	667	506	864	408	536	821
"25906"	"ANAPC15"	47	89	65	36	134	60
"25907"	"TMEM158"	47	56	10	14	26	15
"25909"	"AHCTF1"	4720	4158	6855	18132	6209	9487
"2591"	"GALNT3"	1084	2028	796	1186	1053	1032
"25911"	"DPCD"	264	201	16	17	29	24
"25912"	"C1orf43"	5086	5999	2768	3142	3803	2444
"25913"	"POT1"	374	295	174	251	336	184
"25914"	"RTTN"	196	167	41	67	200	148
"25915"	"NDUFAF3"	275	182	133	102	389	249
"25917"	"THUMPD3"	1018	493	154	246	553	568
"259173"	"ALS2CL"	3148	621	163	88	574	75
"259197"	"NCR3"	0	0	23	34	13	21
"2592"	"GALT"	256	270	178	85	369	216
"25920"	"NELFB"	1002	661	364	302	514	412
"25921"	"ZDHHC5"	2234	2492	2042	2062	2700	2355
"259215"	"LY6G6F"	0	0	0	0	0	0
"259217"	"HSPA12A"	252	91	7	1	139	15
"25923"	"ATL3"	1565	763	410	335	1208	1128
"259230"	"SGMS1"	1327	553	1009	902	1941	892
"259232"	"NALCN"	0	1	26	1	2	22
"259234"	"DSCR10"	0	0	0	0	0	0
"259236"	"TMIE"	3	10	0	0	0	0
"259239"	"WFDC11"	0	0	0	0	0	0
"25924"	"MYRIP"	94	12	4	0	32	0
"259240"	"WFDC9"	0	0	0	0	0	0
"259249"	"MRGPRX1"	0	0	0	0	0	0
"25925"	"ZNF521"	47	0	0	8	14	37
"25926"	"NOL11"	836	1012	108	91	231	167
"259266"	"ASPM"	292	217	64	4	64	27
"25927"	"CNRIP1"	0	0	24	20	94	59
"25928"	"SOSTDC1"	0	10	4	15	8	5
"259282"	"BOD1L1"	5440	11821	21269	14465	12071	16788
"259283"	"MDS2"	1	1	7	0	0	5
"259285"	"TAS2R39"	0	0	0	0	0	3
"259286"	"TAS2R40"	0	0	25	54	70	74
"259287"	"TAS2R41"	0	0	0	0	0	1
"259289"	"TAS2R43"	0	0	0	0	0	3
"25929"	"GEMIN5"	536	503	62	19	174	103
"259290"	"TAS2R31"	0	0	0	0	0	5
"259291"	"TAS2R45"	0	0	0	0	0	0
"259292"	"TAS2R46"	0	0	6	0	0	0
"259293"	"TAS2R30"	0	0	3	0	0	4
"259294"	"TAS2R19"	0	0	0	0	9	0
"259295"	"TAS2R20"	0	0	2	0	0	3
"259296"	"TAS2R50"	0	0	0	0	0	0
"2593"	"GAMT"	275	5	16	2	27	4
"25930"	"PTPN23"	1425	997	619	399	912	693
"259307"	"IL4I1"	66	485	34	2	67	40
"259308"	"FAM205A"	0	23	0	0	0	0
"25932"	"CLIC4"	1535	6317	2281	975	4432	2751
"25934"	"NIPSNAP3A"	210	336	84	70	251	215
"25936"	"NSL1"	398	658	375	286	381	460
"25937"	"WWTR1"	2201	2014	128	138	1416	159
"25938"	"HEATR5A"	1247	1326	1045	561	1323	833
"25939"	"SAMHD1"	963	4076	4236	4732	7439	9432
"25940"	"FAM98A"	429	153	84	18	98	148
"25941"	"TPGS2"	1381	1017	209	156	475	205
"25942"	"SIN3A"	2108	2280	1981	1221	3066	3395
"25943"	"C20orf194"	575	527	305	171	1069	653
"25945"	"NECTIN3"	1713	114	4	16	325	54
"25946"	"ZNF385A"	276	579	480	434	926	1020
"25948"	"KBTBD2"	1206	2481	1990	3203	2290	2454
"25949"	"SYF2"	1024	1174	1424	1465	1478	1882
"2595"	"GANC"	2689	195	251	159	821	411
"25950"	"RWDD3"	137	86	50	45	48	111
"25953"	"PNKD"	989	1097	428	374	859	372
"25956"	"SEC31B"	260	114	104	225	359	180
"25957"	"PNISR"	2039	3302	2899	4390	3614	3606
"25959"	"KANK2"	1196	463	40	44	250	53
"2596"	"GAP43"	0	0	2	0	0	0
"25960"	"ADGRA2"	32	7	54	7	36	20
"25961"	"NUDT13"	52	51	102	24	47	78
"25962"	"VIRMA"	1177	887	757	407	727	1096
"25963"	"TMEM87A"	3466	1184	601	360	2100	1100
"25966"	"C2CD2"	1057	550	37	40	321	157
"2597"	"GAPDH"	11782	20668	14096	14597	15830	13837
"25970"	"SH2B1"	797	1295	401	350	632	369
"25972"	"UNC50"	526	421	229	274	504	438
"25973"	"PARS2"	0	50	2	0	12	0
"25974"	"MMACHC"	80	232	16	40	112	68
"25975"	"EGFL6"	0	56	7	0	9	4
"25976"	"TIPARP"	5374	5690	4337	1209	6333	3369
"25977"	"NECAP1"	2095	5406	7132	5215	3764	4233
"25978"	"CHMP2B"	1713	3037	1895	1442	2113	1956
"25979"	"DHRS7B"	351	255	151	186	240	180
"25980"	"AAR2"	529	310	151	110	367	233
"25981"	"DNAH1"	1332	1233	2026	1327	1683	1262
"25983"	"NGDN"	268	220	84	32	250	210
"25984"	"KRT23"	1364	3799	6113	4557	2719	4040
"25987"	"TSKU"	109	421	32	34	205	40
"25988"	"HINFP"	428	209	126	93	213	152
"25989"	"ULK3"	1274	611	238	167	522	249
"25992"	"SNED1"	383	653	39	40	367	53
"25994"	"HIGD1A"	1030	1458	918	438	1529	963
"25996"	"REXO2"	236	282	83	56	207	128
"25998"	"IBTK"	718	1001	360	176	1466	593
"25999"	"CLIP3"	60	122	17	4	16	6
"26"	"AOC1"	0	40	63	9	7	113
"26000"	"TBC1D10B"	1155	1817	1687	1446	1907	2158
"26001"	"RNF167"	1056	2173	3277	4181	2516	3020
"26002"	"MOXD1"	14	111	0	0	15	9
"26003"	"GORASP2"	1652	1053	262	191	1117	500
"26005"	"C2CD3"	1496	1342	1143	1150	879	1297
"26007"	"TKFC"	706	286	93	34	244	162
"26009"	"ZZZ3"	785	745	133	73	360	255
"26010"	"SPATS2L"	1139	3861	237	433	1005	458
"26011"	"TENM4"	29	79	5	5	26	49
"26012"	"NSMF"	781	451	155	94	464	142
"26013"	"L3MBTL1"	328	109	81	34	113	91
"26015"	"RPAP1"	338	137	72	69	314	102
"26017"	"FAM32A"	697	1103	1018	941	1112	1389
"26018"	"LRIG1"	2731	883	199	165	1760	179
"26019"	"UPF2"	2177	1457	2317	1897	1712	2807
"26020"	"LRP10"	11513	18865	32968	35133	25777	26135
"26022"	"TMEM98"	226	517	24	38	432	29
"26024"	"PTCD1"	109	40	62	60	75	75
"26025"	"PCDHGA12"	46	5	8	7	33	6
"26027"	"ACOT11"	179	130	121	98	68	103
"260293"	"CYP4X1"	271	626	26	7	178	37
"260294"	"NSUN5P2"	199	90	43	27	16	17
"26030"	"PLEKHG3"	2083	3381	4209	4377	3077	6123
"26031"	"OSBPL3"	540	1357	252	140	1011	460
"26032"	"SUSD5"	357	54	15	69	84	16
"26033"	"ATRNL1"	0	0	0	0	8	2
"260334"	"TUBB8P12"	207	167	131	191	338	134
"26034"	"IPCEF1"	196	775	1663	1054	1003	1866
